Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
17,46560,1,1,58,118,58,58,58.0,0.0,118,118,118.0,0.0,3780.068729,42.95532646,46560.0,0.0,46560,46560,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.477663,21.477663,58,118,78.0,34.641018,1200.0,0,0,0,0,0,0,0,0,1,117.0,58.0,118.0,0,0,0,0,0,0,1,58,1,118,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,6021268,5,3,135,58,46,6,27.0,20.12461,46,6,19.333334,23.094011,32.05304929,1.328623805,860181.1,2157070.0,5749621,3,6021268,1505317.0,2955266.2,5937898,3,244066,122033.0,170880.84,242864,1202,1,0,0,0,100,60,0.83038986,0.4982339,6,46,26.555555,20.069324,402.77777,0,1,0,0,1,0,0,0,0,29.875,27.0,19.333334,0,0,0,0,0,0,5,135,3,58,256,684,4,20,266060.0,0.0,266060,266060,5749621.0,0.0,5749621,5749621,0
17,48601,2,2,70,448,35,35,35.0,0.0,224,224,224.0,0.0,10658.21691,82.30283328,16200.333,28016.508,48551,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,40,40,41.151417,41.151417,35,224,110.6,103.51956,10716.3,0,0,0,0,0,0,0,0,1,138.25,35.0,224.0,0,0,0,0,0,0,2,70,2,448,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1001630,2,6,20,11601,20,0,10.0,14.142136,4380,0,1933.5,1757.7899,11602.0886,7.986981221,143090.0,376659.9,997268,16,4023,4023.0,0.0,4023,4023,1001584,200316.8,445512.6,997268,16,0,0,0,0,52,132,1.9967453,5.990236,0,4380,1291.2222,1690.9601,2859346.0,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,10043749,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.584318963,0.597386494,2008749.8,4489819.0,10000000,326,0,0.0,0.0,0,0,10000000,2510667.0,5019810.0,10000000,326,0,0,0,0,20,100,0.09956442,0.49782208,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,3367.0,0.0,3367,3367,10000000.0,0.0,10000000,10000000,0
6,97620967,6,9,11607,62,5840,0,1934.5,2375.5234,20,0,6.888889,5.3019915,119.5337473,0.153655515,6972926.0,25600000.0,95800000,0,97600000,19500000.0,42700000.0,95800000,189,95800000,12000000.0,33900000.0,95800000,0,0,0,0,0,132,192,0.061462205,0.092193305,0,5840,729.6875,1676.323,2810059.0,0,0,0,0,1,1,0,0,1,778.3333,1934.5,6.888889,0,0,0,0,0,0,6,11607,9,62,229,256,4,20,85070.0,0.0,85070,85070,95800000.0,0.0,95800000,95800000,0
6,9963750,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.408731652,0.401455275,3321250.0,5750855.5,9961766,4,9963750,3321250.0,5750855.5,9961766,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.40145528,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1984.0,0.0,1984,1984,9961766.0,0.0,9961766,9961766,1
6,91786392,9,5,62,11601,20,0,6.888889,5.3019915,7300,0,2320.2,3022.508,127.0667661,0.152528057,7060491.5,22700000.0,82200000,2,91800000,11500000.0,28800000.0,82200000,2,34426,8606.5,16362.149,33148,187,0,0,0,0,192,112,0.09805375,0.054474305,0,7300,777.93335,1970.8926,3884417.5,0,0,0,0,1,0,0,0,0,833.5,6.888889,2320.2,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,1301.0,0.0,1301,1301,45900000.0,51300000.0,82200000,9588822,1
6,71189016,8,5,56,11601,20,0,7.0,5.656854,8760,0,2320.2,3668.897,163.7471713,0.182612441,5932418.0,20000000.0,69300000,0,71200000,10200000.0,26100000.0,69300000,0,47014,11753.5,22669.137,45754,191,0,0,0,0,172,112,0.11237688,0.07023555,0,8760,833.0714,2337.724,5464954.0,0,0,0,0,1,0,0,0,0,897.1539,7.0,2320.2,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1869937.0,0.0,1869937,1869937,69300000.0,0.0,69300000,69300000,1
6,1725459,2,6,20,11601,20,0,10.0,14.142136,5840,0,1933.5,2189.773,6735.019493,4.636447461,246494.14,640016.4,1697739,43,27036,27036.0,0.0,27036,27036,1725321,345064.2,756258.1,1697739,43,0,0,0,0,52,132,1.1591119,3.4773357,0,5840,1291.2222,1981.1981,3925146.0,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,0,0,0,0,0,0,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,20828160,29,30,1343,39309,708,0,46.310345,159.78648,2896,0,1310.3,785.327,1951.780666,2.832703417,359106.22,1842230.6,10000000,4,20800000,743862.9,2623278.0,10000000,4,20200000,696103.75,2585546.5,10000000,47,0,0,0,0,936,968,1.3923458,1.4403577,0,2896,677.5333,849.98505,722474.56,0,0,0,1,0,0,0,0,1,689.01697,46.310345,1310.3,0,0,0,0,0,0,29,1343,30,39309,29200,123,4,32,80230.5,88958.984,143134,17327,10000000.0,18948.34,10000000,9999910,0
6,840374,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,42.83806972,7.139678286,168074.8,359347.62,810624,4,0,0.0,0.0,0,0,837025,209256.25,401083.8,810624,4,0,0,0,0,20,100,1.1899464,5.949732,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,2108887,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.22551327,2.370918878,527221.75,1053177.6,2106988,1,2108887,527221.75,1053177.6,2106988,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.370919,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,5195337,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.619527087,0.769921181,1731779.0,2999525.8,5195333,0,5195337,1731779.0,2999525.8,5195333,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.7699212,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,5195333.0,0.0,5195333,5195333,1
6,6993630,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.43169427,0.571949045,2331210.0,4037200.8,6992968,328,6993630,2331210.0,4037200.8,6992968,328,0,0.0,0.0,0,0,0,0,0,0,80,0,0.57194906,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,662.0,0.0,662,662,6992968.0,0.0,6992968,6992968,1
6,1579136,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,7366.686593,4.432803761,263189.34,644260.75,1578281,4,788,394.0,388.90872,669,119,1579099,526366.3,910984.94,1578281,4,0,0,0,0,72,92,1.899773,2.5330307,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,10013083,7,4,50,11607,20,0,7.142857,6.094494,11595,0,2901.75,5795.5005,1164.176907,1.09856275,1001308.3,2696602.8,8571468,1,8598414,1433069.0,3497102.2,8571468,1,1415555,471851.66,816243.2,1414368,180,0,0,0,0,152,92,0.6990854,0.39947736,0,11595,971.9167,3345.4072,11200000.0,0,0,0,0,1,0,0,0,0,1060.2727,7.142857,2901.75,0,0,0,0,0,0,7,50,4,11607,256,229,5,20,26018.0,0.0,26018,26018,8571468.0,0.0,8571468,8571468,1
6,1879483,3,6,26,11601,20,0,8.666667,10.263203,5840,0,1933.5,2189.773,6186.275694,4.788550894,234935.38,661409.44,1871829,11,7298,3649.0,4999.245,7184,114,1879383,375876.6,836268.6,1871829,11,0,0,0,0,72,132,1.5961837,3.1923673,0,5840,1162.7,1911.5957,3654198.2,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,67627,3,6,26,11607,20,0,8.666667,10.263203,4380,0,1934.5,2177.345,172017.0938,133.0829402,8453.375,23588.178,66830,3,659,329.5,294.86353,538,121,67552,13510.4,29807.82,66830,3,0,0,0,0,72,132,44.36098,88.72196,0,4380,1163.3,1903.9626,3625073.8,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,1874092,3,5,26,11607,20,0,8.666667,10.263203,5840,0,2321.4,3173.3738,6207.272642,4.268733872,267727.44,707757.25,1872770,4,1079,539.5,38.890873,567,512,1874047,468511.75,936172.3,1872770,4,0,0,0,0,72,112,1.6007752,2.6679587,0,5840,1292.5555,2554.1592,6523729.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,1438793,3,6,26,11607,20,0,8.666667,10.263203,4380,0,1934.5,2177.345,8085.249233,6.25524311,179849.12,508417.03,1438117,3,584,292.0,407.29352,580,4,1438710,287742.0,643079.2,1438117,3,0,0,0,0,72,132,2.085081,4.170162,0,4380,1163.3,1903.9626,3625073.8,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,78501938,8,5,56,11607,20,0,7.0,5.656854,5840,0,2321.4,3173.3738,148.5695805,0.165601007,6541828.0,20300000.0,70500000,0,78400000,11200000.0,26300000.0,70500000,0,77243,19310.75,36831.695,74547,157,0,0,0,0,172,112,0.10190831,0.0636927,0,5840,833.5,2103.1155,4423095.0,0,0,0,0,1,0,0,0,0,897.61536,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3271.0,0.0,3271,3271,39200000.0,44200000.0,70500000,7949549,1
6,485084,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,23981.41353,16.49198902,69297.71,182958.33,484208,4,630,315.0,376.18082,581,49,485031,121257.75,241967.0,484208,4,0,0,0,0,72,112,6.184496,10.307493,0,7215,1292.5555,2650.5857,7025604.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,60497,3,5,26,11601,20,0,8.666667,10.263203,5840,0,2320.2,2436.833,192191.3483,132.2379622,8642.429,17834.775,48030,57,11363,5681.5,7774.639,11179,184,60440,15110.0,22541.451,48030,201,0,0,0,0,72,112,49.589237,82.64873,0,5840,1291.8889,2110.9507,4456113.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,2184336,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,10.98732063,1.831220105,728112.0,1260121.6,2183175,4,2184336,728112.0,1260121.6,2183175,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.8312201,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,1861846,3,5,26,11601,20,0,8.666667,10.263203,4380,0,2320.2,2207.3413,6244.877396,4.2968108,265978.0,701693.9,1857267,59,4170,2085.0,2629.023,3944,226,1861787,465446.75,927882.06,1857267,161,0,0,0,0,72,112,1.611304,2.6855068,0,4380,1291.8889,1980.7102,3923213.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,73699512,6,9,11607,62,7300,0,1934.5,2863.7441,20,0,6.888889,5.3019915,158.3321203,0.203529163,5264251.0,18000000.0,67600000,1,73700000,14700000.0,32900000.0,73700000,192,73700000,9207990.0,23700000.0,67600000,1,0,0,0,0,132,192,0.08141167,0.1221175,0,7300,729.6875,1913.8179,3662699.0,0,0,0,0,1,1,0,0,1,778.3333,1934.5,6.888889,0,0,0,0,0,0,6,11607,9,62,229,256,4,20,40792.0,0.0,40792,40792,36800000.0,43600000.0,67600000,5989823,0
6,37632,3,5,26,11601,20,0,8.666667,10.263203,4380,0,2320.2,2207.3413,308965.7738,212.585034,5376.0,12995.274,34826,7,35049,17524.5,24773.486,35042,7,37416,9354.0,17170.572,35098,186,0,0,0,0,72,112,79.71939,132.86565,0,4380,1291.8889,1980.7102,3923213.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,116362084,18,15,958,1498,434,0,53.22222,138.53543,746,0,99.86667,262.33398,21.10653157,0.283597533,3636315.0,4777140.5,10100000,64,116000000,6844828.5,4622075.5,10100000,373,112000000,8005667.0,4157239.5,10100000,21912,0,0,0,0,372,444,0.15468957,0.12890796,0,746,72.23529,199.46216,39785.156,0,0,0,1,0,0,0,0,0,74.42424,53.22222,99.86667,0,0,0,0,0,0,18,958,15,1498,8192,351,17,20,135690.64,328312.5,1125590,36560,10100000.0,33156.664,10100000,9953683,0
6,9996654,8,6,56,11601,20,0,7.0,5.656854,4380,0,1933.5,1757.7899,1166.090174,1.400468597,768973.4,2293913.8,8324757,3,9498812,1356973.1,3100931.5,8324757,3,534844,106968.8,218810.98,497345,27,0,0,0,0,172,132,0.80026776,0.60020083,0,4380,777.5333,1434.5717,2057995.9,0,0,0,0,1,0,0,0,0,833.0714,7.0,1933.5,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1136995.0,0.0,1136995,1136995,8324757.0,0.0,8324757,8324757,1
6,6885818,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.35678085,0.726130142,1721454.5,3442243.8,6884820,1,6885818,1721454.5,3442243.8,6884820,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.7261301,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,998.0,0.0,998,998,6884820.0,0.0,6884820,6884820,1
6,404405,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,28765.71754,17.30938045,67400.836,164580.48,403349,4,913,456.5,334.46152,693,220,404375,134791.67,232578.03,403349,4,0,0,0,0,72,92,7.418306,9.891074,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,1987965,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,18.10897073,3.018161789,397593.0,887931.0,1985972,1,1987965,397593.0,887931.0,1985972,1,0,0.0,0.0,0,0,0,0,0,0,120,0,3.0181618,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,7822750,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.834968521,0.63916142,1955687.5,3910731.0,7821784,1,7822750,1955687.5,3910731.0,7821784,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.6391614,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,966.0,0.0,966,966,7821784.0,0.0,7821784,7821784,1
6,81048383,6,10,11613,68,8760,0,1935.5,3529.815,20,0,6.8,5.0066624,144.1237884,0.197412945,5403225.5,18200000.0,70600000,1,81000000,16200000.0,36000000.0,80700000,2,80700000,8961353.0,23300000.0,70600000,1,0,0,0,0,132,212,0.074029855,0.12338309,0,8760,687.4706,2190.0513,4796324.5,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,36583.0,0.0,36583,36583,40300000.0,42800000.0,70600000,10000000,0
6,5086923,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.717979808,0.786329968,1695641.0,2932611.0,5081928,1013,5086923,1695641.0,2932611.0,5081928,1013,0,0.0,0.0,0,0,0,0,0,0,80,0,0.78633,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4995.0,0.0,4995,4995,5081928.0,0.0,5081928,5081928,1
17,50284,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,2068.252327,39.77408321,50284.0,0.0,50284,50284,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.887041,19.887041,44,60,49.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1162,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,26418,3,4,26,11601,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,440116.5872,264.9708532,4403.0,7201.878,17951,172,18590,9295.0,12488.92,18126,464,26243,8747.667,9193.784,18587,376,0,0,0,0,72,92,113.55894,151.41191,0,8760,1453.375,3113.9526,9696701.0,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,6235870,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.810876429,0.801812738,1558967.5,3117263.8,6234863,1,6235870,1558967.5,3117263.8,6234863,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.8018127,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1007.0,0.0,1007,1007,6234863.0,0.0,6234863,6234863,1
6,10078139,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.572088061,0.59534801,2015627.8,4504259.5,10100000,2,0,0.0,0.0,0,0,10100000,2519429.2,5035775.0,10100000,2,0,0,0,0,20,100,0.09922467,0.49612334,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,0,0,0,0,0,0,1,6,5,30,229,0,0,20,5048.0,0.0,5048,5048,10100000.0,0.0,10100000,10100000,0
6,426518,3,5,26,11607,20,0,8.666667,10.263203,7215,0,2321.4,3327.7698,27274.34716,18.75653548,60931.145,160689.98,425341,3,993,496.5,641.3458,950,43,426495,106623.75,212478.61,425341,3,0,0,0,0,72,112,7.033701,11.722835,0,7215,1292.5555,2650.5857,7025604.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,92,3,1,4,4,4,0,1.3333334,2.309401,4,4,4.0,0.0,86956.52174,43478.26087,30.666666,47.0567,85,3,92,46.0,59.39697,88,4,0,0.0,0.0,0,0,1,0,0,0,96,32,32608.695,10869.565,0,4,2.4,2.1908903,4.8,0,1,0,0,1,0,0,0,0,3.0,1.3333334,4.0,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
17,169,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1183431.953,23668.63905,56.333332,59.936077,120,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,11834.319,11834.319,42,58,48.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,5839838,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.109703043,0.684950507,1946612.6,3370799.0,5838876,3,5839838,1946612.6,3370799.0,5838876,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.68495053,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,962.0,0.0,962,962,5838876.0,0.0,5838876,5838876,1
17,256,2,2,62,198,31,31,31.0,0.0,99,99,99.0,0.0,1015625.0,15625.0,85.333336,64.67096,160,47,47,47.0,0.0,47,47,49,49.0,0.0,49,49,0,0,0,0,64,64,7812.5,7812.5,31,99,58.2,37.245132,1387.2,0,0,0,0,0,0,0,0,1,72.75,31.0,99.0,0,0,0,0,0,0,2,62,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
17,86008,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,1464.980002,23.25365082,86008.0,0.0,86008,86008,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.626825,11.626825,47,79,57.666668,18.475208,341.33334,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,0,0,0,0,0,0,1,47,1,79,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6,436924,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,26611.03533,20.59854803,54615.5,149422.42,424275,13,12031,6015.5,8488.817,12018,13,436855,87371.0,188409.6,424275,16,0,0,0,0,72,132,6.866183,13.732366,0,4380,1162.7,1645.2418,2706820.5,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,3022356,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.940824972,1.323470829,1007452.0,1744196.9,3021477,351,3022356,1007452.0,1744196.9,3021477,351,0,0.0,0.0,0,0,0,0,0,0,80,0,1.3234708,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
17,49784,4,2,156,134,39,39,39.0,0.0,67,67,67.0,0.0,5825.164712,120.5206492,9956.8,18784.133,43175,3,43225,14408.333,24912.674,43175,3,3,3.0,0.0,3,3,0,0,0,0,104,40,80.3471,40.17355,39,67,47.0,13.662601,186.66667,0,0,0,0,0,0,0,0,0,54.833332,39.0,67.0,0,0,0,0,0,0,4,156,2,134,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
17,158,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1164556.962,25316.4557,52.666668,84.29314,150,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,12658.228,12658.228,38,54,44.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
6,22266433,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,1.077855622,0.179642604,7422144.5,12900000.0,22300000,3,22300000,7422144.5,12900000.0,22300000,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.1796426,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1000.0,0.0,1000,1000,22300000.0,0.0,22300000,22300000,1
6,787859,3,5,26,11601,20,0,8.666667,10.263203,4380,0,2320.2,2207.3413,14757.7168,10.15410118,112551.29,289330.84,768509,48,18904,9452.0,13027.735,18664,240,787698,196924.5,381157.12,768509,154,0,0,0,0,72,112,3.807788,6.346313,0,4380,1291.8889,1980.7102,3923213.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
6,116079575,25,28,956,17745,495,0,38.24,104.50051,1604,0,633.75,712.29443,161.1050006,0.456583339,2232299.5,4128636.2,10000000,1,116000000,4836649.0,4994921.0,10000000,4,110000000,4092092.2,5009613.5,10000000,1,0,0,0,0,524,704,0.2153695,0.24121384,0,1604,346.31482,595.05695,354092.78,0,0,0,1,0,0,0,0,1,352.84906,38.24,633.75,0,0,0,0,0,0,25,956,28,17745,8192,33,23,20,53765.5,74448.586,290171,32046,9619532.0,1278829.6,10000000,5560882,0
6,6127,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1958.544149,326.4240248,6127.0,0.0,6127,6127,6127,6127.0,0.0,6127,6127,0,0.0,0.0,0,0,0,0,0,0,40,0,326.424,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
